building_name,borough,total_units,tds,transferred_date,page_number,bbl,bldg,m,address,zip_code,cd_,fc_,ss_,sa_,cc_,bin,3018020043,12,250_lexington_avenue,11216,3,08,25,57,36,3050586,3018040010,390_lexington_avenue,56,3322214,3021450001,45_south_10th_street,11249,1,07,18,50,34,3000000,2022690100,8,401_saint_anns_avenue,10454,14,29,84,2090993,2022870135,490_east_143rd_street,15,2000433,1021070059,1949_amsterdam_avenue,10032,13,31,71,10,1062490,3043770001,17,884_ashford_street,11207,5,19,60,42,3324274,3033410001,32,1260_gates_avenue,11221,4,54,37,3326137,3033340001,365_wilson_avenue,53,3338493,2049050001,33,1141_226th_drive,10466,16,83,2094164,1020160060,6,2651_a_c_powell_boulevard,10039,30,09,1084139,3033150001,2,140_menahan_street,3394310,3014710061,1747_saint_johns_place,11233,55,41,3014700160,1679_saint_johns_place,3392746,3014700015,1720a_sterling_place,3348327,3014710014,1790b_sterling_place,3393524,3014390010,2020_pacific_street,3038674,1020150005,164_west_147th_street,1079768,2026800001,1113_prospect_avenue,10459,79,2091984,3013410001,1605_dean_street,11213,20,3324581,3021400026,195_division_avenue,11211,3251681,3030260001,161_scholes_street,11206,3344974,3030240001,112_maujer_street,3327882,3030250046,247_graham_avenue,3327884
LINDEN,BROOKLYN,1,095,12/28/2021,21,3043970001,17,M,300 WORTMAN AVENUE,11207,5,08,19,60,42,3324284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINDEN,BROOKLYN,1,095,12/28/2021,21,3043970001,18,M,295 COZINE AVENUE,11207,5,08,19,60,42,3324283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINDEN,BROOKLYN,1,095,12/28/2021,21,3043970001,19,M,285 COZINE AVENUE,11207,5,08,19,60,42,3324282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINDEN,BROOKLYN,1,095,12/28/2021,21,3043710001,2,M,580 STANLEY AVENUE,11207,5,08,19,60,42,3324020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINDEN,BROOKLYN,1,095,12/28/2021,21,3043750050,20,,696 STANLEY AVENUE,11207,5,08,19,60,42,3396477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINDEN,BROOKLYN,1,095,12/28/2021,21,3043750050,21,,670 STANLEY AVENUE,11207,5,08,19,60,42,3412949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINDEN,BROOKLYN,1,095,12/28/2021,21,3043710001,3,M,630 STANLEY AVENUE,11207,5,08,19,60,42,3324015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINDEN,BROOKLYN,1,095,12/28/2021,21,3043710001,4,M,640 STANLEY AVENUE,11207,5,08,19,60,42,3324018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINDEN,BROOKLYN,1,095,12/28/2021,21,3043710001,5,,243 WORTMAN AVENUE,11207,5,08,19,60,42,3324016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINDEN,BROOKLYN,1,095,12/28/2021,21,3043710001,5,M,245 WORTMAN AVENUE,11207,5,08,19,60,42,3324016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINDEN,BROOKLYN,1,095,12/28/2021,21,3043710001,5,,914 VAN SICLEN AVENUE,11207,5,08,19,60,42,3324016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINDEN,BROOKLYN,1,095,12/28/2021,21,3043710001,5,,912 VAN SICLEN AVENUE,11207,5,08,19,60,42,3324016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINDEN,BROOKLYN,1,095,12/28/2021,21,3043710001,5,,247 WORTMAN AVENUE,11207,5,08,19,60,42,3324016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINDEN,BROOKLYN,1,095,12/28/2021,21,3043710001,6,M,225 WORTMAN AVENUE,11207,5,08,19,60,42,3324017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINDEN,BROOKLYN,1,095,12/28/2021,21,3043710001,7,M,215 WORTMAN AVENUE,11207,5,08,19,60,42,3324022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINDEN,BROOKLYN,1,095,12/28/2021,21,3043710001,8,M,185 WORTMAN AVENUE,11207,5,08,19,60,42,3324021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINDEN,BROOKLYN,1,095,12/28/2021,21,3043710001,8,,183 WORTMAN AVENUE,11207,5,08,19,60,42,3324021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINDEN,BROOKLYN,1,095,12/28/2021,21,3043710001,8,,187 WORTMAN AVENUE,11207,5,08,19,60,42,3324021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINDEN,BROOKLYN,1,095,12/28/2021,21,3043930001,9,M,180 WORTMAN AVENUE,11207,5,08,19,60,42,3337066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANHATTANVILLE,MANHATTAN,1,081,12/12/2024,21,1019840001,1,,555 WEST 126TH STREET,10027,9,13,30,70,07,1084125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANHATTANVILLE,MANHATTAN,1,081,12/12/2024,21,1019840001,1,M,545 WEST 126TH STREET,10027,9,13,30,70,07,1084125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANHATTANVILLE,MANHATTAN,1,081,12/12/2024,21,1019840001,1,,549 WEST 126TH STREET,10027,9,13,30,70,07,1084125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANHATTANVILLE,MANHATTAN,1,081,12/12/2024,21,1019840001,2,,3240 BROADWAY,10027,9,13,30,70,07,1084124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANHATTANVILLE,MANHATTAN,1,081,12/12/2024,21,1019840001,2,M,3250 BROADWAY,10027,9,13,30,70,07,1084124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANHATTANVILLE,MANHATTAN,1,081,12/12/2024,21,1019840001,3,M,1420 AMSTERDAM AVENUE,10027,9,13,30,70,07,1084127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANHATTANVILLE,MANHATTAN,1,081,12/12/2024,21,1019840033,3,,1414 AMSTERDAM AVENUE,10027,9,13,30,70,07,1084127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANHATTANVILLE,MANHATTAN,1,081,12/12/2024,21,1019840001,4,M,1430 AMSTERDAM AVENUE,10027,9,13,30,70,07,1084128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANHATTANVILLE,MANHATTAN,1,081,12/12/2024,21,1019840001,5,M,1470 AMSTERDAM AVENUE,10027,9,13,30,70,07,1084129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANHATTANVILLE,MANHATTAN,1,081,12/12/2024,21,1019840001,6,,530 WEST 133RD STREET,10027,9,13,30,70,07,1084130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANHATTANVILLE,MANHATTAN,1,081,12/12/2024,21,1019840001,6,M,95 OLD BROADWAY,10027,9,13,30,70,07,1084130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANHATTANVILLE REHAB (GROUP 2),MANHATTAN,46,296,11/30/2020,21,1019880020,1,M,515 WEST 134TH STREET,10031,9,13,30,70,07,1059758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANHATTANVILLE REHAB (GROUP 2),MANHATTAN,46,296,11/30/2020,21,1019880022,2,M,511 WEST 134TH STREET,10031,9,13,30,70,07,1059760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANHATTANVILLE REHAB (GROUP 3),MANHATTAN,51,297,11/30/2020,22,1019870017,1,M,529 WEST 133RD STREET,10027,9,13,30,70,07,1079738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANHATTANVILLE REHAB (GROUP 3),MANHATTAN,51,297,11/30/2020,22,1019870017,2,M,514 WEST 134TH STREET,10031,9,13,30,70,07,1079741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCY AVENUE-GREENE AVENUE SITE A,BROOKLYN,48,363,2/12/2020,22,3017980020,1,M,534 GREENE AVENUE,11216,3,08,25,56,36,3392441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCY AVENUE-GREENE AVENUE SITE A,BROOKLYN,48,363,2/12/2020,22,3017980020,1,M,528 GREENE AVENUE,11216,3,08,25,56,36,3392441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCY AVENUE-GREENE AVENUE SITE A,BROOKLYN,48,363,2/12/2020,22,3017980020,1,M,524 GREENE AVENUE,11216,3,08,25,56,36,3392441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCY AVENUE-GREENE AVENUE SITE A,BROOKLYN,48,363,2/12/2020,22,3017980020,1,M,518 GREENE AVENUE,11216,3,08,25,56,36,3392441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCY AVENUE-GREENE AVENUE SITE A,BROOKLYN,48,363,2/12/2020,22,3017980020,2,M,323 LEXINGTON AVENUE,11216,3,08,25,56,36,3846624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCY AVENUE-GREENE AVENUE SITE A,BROOKLYN,48,363,2/12/2020,22,3017980020,2,,327 LEXINGTON AVENUE,11216,3,08,25,56,36,3846624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCY AVENUE-GREENE AVENUE SITE A,BROOKLYN,48,363,2/12/2020,22,3017980020,2,,325 LEXINGTON AVENUE,11216,3,08,25,56,36,3846624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCY AVENUE-GREENE AVENUE SITE A,BROOKLYN,48,363,2/12/2020,22,3017980020,2,M,329 LEXINGTON AVENUE,11216,3,08,25,56,36,3846624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCY AVENUE-GREENE AVENUE SITE A,BROOKLYN,48,363,2/12/2020,22,3017980020,2,M,331 LEXINGTON AVENUE,11216,3,08,25,56,36,3846624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCY AVENUE-GREENE AVENUE SITE B,BROOKLYN,30,358,2/12/2020,22,3017980005,,,303 NOSTRAND AVENUE,11216,3,08,25,56,36,3000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCY AVENUE-GREENE AVENUE SITE B,BROOKLYN,30,358,2/12/2020,22,3017980077,,,305 LEXINGTON AVENUE,11216,3,08,25,56,36,3343342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCY AVENUE-GREENE AVENUE SITE B,BROOKLYN,30,358,2/12/2020,22,3017980004,,,305 NOSTRAND AVENUE,11216,3,08,25,56,36,3000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCY AVENUE-GREENE AVENUE SITE B,BROOKLYN,30,358,2/12/2020,22,3017980003,,,307 NOSTRAND AVENUE,11216,3,08,25,56,36,3000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCY AVENUE-GREENE AVENUE SITE B,BROOKLYN,30,358,2/12/2020,22,3017980002,,,309 NOSTRAND AVENUE,11216,3,08,25,56,36,3000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCY AVENUE-GREENE AVENUE SITE B,BROOKLYN,30,358,2/12/2020,22,3017980007,,,492 GREENE AVENUE,11216,3,08,25,56,36,3000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCY AVENUE-GREENE AVENUE SITE B,BROOKLYN,30,358,2/12/2020,22,3017980008,,,494 GREENE AVENUE,11216,3,08,25,56,36,3000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCY AVENUE-GREENE AVENUE SITE B,BROOKLYN,30,358,2/12/2020,22,3017980009,,,496 GREENE AVENUE,11216,3,08,25,56,36,3000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCY AVENUE-GREENE AVENUE SITE B,BROOKLYN,30,358,2/12/2020,22,3017980077,3,M,311 LEXINGTON AVENUE,11216,3,08,25,56,36,3343342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCY AVENUE-GREENE AVENUE SITE B,BROOKLYN,30,358,2/12/2020,22,3017980077,3,M,313 LEXINGTON AVENUE,11216,3,08,25,56,36,3343342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCY AVENUE-GREENE AVENUE SITE B,BROOKLYN,30,358,2/12/2020,22,3017980077,3,M,315 LEXINGTON AVENUE,11216,3,08,25,56,36,3343342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCY AVENUE-GREENE AVENUE SITE B,BROOKLYN,30,358,2/12/2020,22,3017980077,3,M,317 LEXINGTON AVENUE,11216,3,08,25,56,36,3343342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCY AVENUE-GREENE AVENUE SITE B,BROOKLYN,30,358,2/12/2020,22,3017980077,3,M,319 LEXINGTON AVENUE,11216,3,08,25,56,36,3343342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARSHALL PLAZA,MANHATTAN,180,344,1/10/2023,22,1021160033,1,M,1970 AMSTERDAM AVENUE,10032,12,13,31,71,10,1076742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARSHALL PLAZA,MANHATTAN,180,344,1/10/2023,22,1021160033,1,,1968 AMSTERDAM AVENUE,10032,12,13,31,71,10,1076742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDDLETOWN PLAZA,BRONX,179,191,9/26/2024,22,2041710024,1,M,3033 MIDDLETOWN ROAD,10461,10,14,34,82,13,2046141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDDLETOWN PLAZA,BRONX,179,191,9/26/2024,22,2041710024,1,,3035 MIDDLETOWN ROAD,10461,10,14,34,82,13,2046141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDDLETOWN PLAZA,BRONX,179,191,9/26/2024,22,2041710024,1,,3031 MIDDLETOWN ROAD,10461,10,14,34,82,13,2046141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MURPHY,BRONX,281,133,12/27/2018,23,2029440001,1,,1807 CROTONA AVENUE,10457,6,15,32,79,15,2092142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MURPHY,BRONX,281,133,12/27/2018,23,2029440001,1,M,1805 CROTONA AVENUE,10457,6,15,32,79,15,2092142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MURPHY,BRONX,281,133,12/27/2018,23,2029440001,2,,1811 CROTONA AVENUE,10457,6,15,32,79,15,2092141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MURPHY,BRONX,281,133,12/27/2018,23,2029440001,2,,601 CROTONA PARK NORTH,10457,6,15,32,79,15,2092141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MURPHY,BRONX,281,133,12/27/2018,23,2029440001,2,M,611 CROTONA PARK NORTH,10457,6,15,32,79,15,2092141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
